url,title,text,translated_text,category,main_image
https://www.prothomalo.com/entertainment/song/tkkfuxx76n,নিশিথে যাইয়ো ফুল বনে...,ছায়ানটের লোকসংগীত আয়োজন অনুষ্ঠিত হলো,Chaynat folk music program was held,World,https://images.prothomalo.com/prothomalo-bangla%2F2023-11%2Fa191202e-2f1f-4be5-b301-21e43f405cf7%2FIMG_8365.JPG?rect=0%2C145%2C3871%2C2032&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=https%3A%2F%2Fimages.prothomalo.com%2Fprothomalo-bangla%2F2023-10%2Fae7d5c90-d7c9-4623-8d67-1fff8bde16af%2FGPI_2_7814X543.jpg&overlay_position=bottom&overlay_width_pct=1
https://www.prothomalo.com/bangladesh/nd4qzr9oro,অনন্যা সাহিত্য পুরস্কার পেলেন কথাসাহিত্যিক আফরোজা পারভীন,"এবার অনন্যা সাহিত্য পুরস্কার পেয়েছেন কথাসাহিত্যিক আফরোজা পারভীন। তাঁকে উত্তরীয় পরিয়ে সম্মান জানানো হয়। এ ছাড়া সম্মাননা ক্রেস্ট, শুভেচ্ছাপত্র ও এক লাখ টাকার চেক দেওয়া হয়।","This time fiction writer Afroja Parveen received the Ananya Sahitya Award. He was honored with the Northern Garment. Apart from this, an award crest, a letter of appreciation and a check of one lakh rupees were given.",Health,https://images.prothomalo.com/prothomalo-bangla%2F2023-11%2Ffce12ae8-422d-46c8-881b-262605be8ef5%2F4d35679e_4f6b_41c8_848e_7fcc4761629e.jpg?rect=0%2C56%2C1510%2C793&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=&overlay_position=bottom&overlay_width_pct=1
https://www.prothomalo.com/bangladesh/tt1hfwobpe,"স্মারক বক্তৃতা, গান, আবৃত্তিতে আলী যাকেরকে স্মরণ","আলী যাকেরের জন্ম ও মৃত্যু নভেম্বরে। ১৯৪৪ সালের ৬ নভেম্বর, আর ২০২০ সালের ২৭ নভেম্বর। অনুষ্ঠানে আসাদুজ্জামান নূর বলেন, আলী যাকের ছিলেন বহুমাত্রিক গুণের অধিকারী।","Ali Zaker was born and died in November. November 6, 1944, and November 27, 2020. At the event, Asaduzzaman Noor said, Ali Zaker had multidimensional qualities.",Environment,https://images.prothomalo.com/prothomalo-bangla%2F2023-11%2F5fda0fea-7fcd-4f0e-a4b7-f198797780e3%2FAli_jaker_1.jpeg?rect=0%2C0%2C1599%2C839&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=&overlay_position=bottom&overlay_width_pct=1
https://www.prothomalo.com/politics/wyju04u3g0,"জাসদের ১৮১, ওয়ার্কার্স পার্টির ৩০ প্রার্থী চূড়ান্ত","জাসদ বলছে, ৩০ নভেম্বরের মধ্যে আরও কিছু আসনের বিপরীতে দল মনোনীত চূড়ান্ত প্রার্থীদের নাম প্রকাশ করবে তারা।",Jasad says it will announce the names of the party-nominated finalists against some other constituencies by November 30.,Sports,https://images.prothomalo.com/prothomalo-bangla%2F2023-11%2F68ece102-9635-4198-b8d3-0c8ef376e736%2F402aaba42466a4d13a9075341229f887_14.jpg?rect=0%2C30%2C1600%2C840&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=https%3A%2F%2Fimages.prothomalo.com%2Fprothomalo-bangla%2F2022-01%2F5a36c819-05a2-4bfb-ac50-57dd67355acb%2FBanner_7814X143.jpg&overlay_position=bottom&overlay_width_pct=1
https://www.prothomalo.com/entertainment/ott/ugt7klvj1z,এই সপ্তাহে ওটিটিতে কী দেখবেন,"চলতি সপ্তাহে মুক্তি পাওয়া ও মুক্তির অপেক্ষায় থাকা নতুন ওয়েব সিরিজ, সিনেমা, প্রামাণ্যচিত্র ও রিয়েলিটি শোর খবর নিয়ে আমাদের নিয়মিত আয়োজন।","Our regular event with news of new web series, movies, documentaries and reality shows released and awaiting release this week.",Science,https://images.prothomalo.com/prothomalo-bangla%2F2023-11%2Ff5838978-db0d-4659-ad4c-6377fd56d4a1%2FMV5BZGY5ZDA5N2UtMDBkNy00ODBhLTk2NjItMjcxZGY3OTQ1YzIxXkEyXkFqcGdeQXVyMTkxNjUyNQ____V1_.jpg?rect=1009%2C0%2C6583%2C3456&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=https%3A%2F%2Fimages.prothomalo.com%2Fprothomalo-bangla%2F2023-10%2Fae7d5c90-d7c9-4623-8d67-1fff8bde16af%2FGPI_2_7814X543.jpg&overlay_position=bottom&overlay_width_pct=1
https://www.bondhushava.com/writings/7bq4d5dyyj,মরুভূমির মরীচিকা,"মধ্যরাতে হঠাৎ ঘুম ভেঙে যাওয়ার এ সমীকরণ মেলাতে পারি না। আবার ঘুম ভাঙলে মধ্যরাতের শহর দেখার প্রতি আগ্রহই–বা কেন, তা–ও বুঝতে পারি না। অবশ্য অনেক কিছু না বোঝাই ভালো। হয়তো দেখা গেল, অতি কৌতূহলে নিদ্রাভঙ্গের কারণ খুঁজতে গিয়ে নিজের ভয়াবহ কোনো এক রোগ আবিষ্কার করলাম। কী দরকার সেসবের! এ পৃথিবীতে বেশ কিছু মানুষ তো দিব্যি বেঁচে আছে দুই চোখের ঘুম এড়িয়ে।","Can't fit the equation of waking up suddenly in the middle of the night. When I wake up again, I don't understand the interest in seeing the midnight city - or why. Of course, it is better not to imply too much. Maybe it turned out, I discovered a terrible disease while looking for the cause of sleeplessness out of curiosity. What do they need! In this world, many people are alive by avoiding the sleep of two eyes.",Sports,https://images.prothomalo.com/prothomalo-bangla%2F2023-06%2F6f1f2711-c04d-4103-ab5a-cca4506b8c52%2F1.jpg?rect=0%2C75%2C4000%2C2100&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=https%3A%2F%2Fimages.prothomalo.com%2Fprothomalo-bangla%2F2022-05%2Feb8b952a-4710-4bb3-a408-066b4bbbd9a8%2FFinal_Bondhushava_OG_watermark_01.png&overlay_position=bottom&overlay_width_pct=1
https://www.prothomalo.com/bangladesh/district/8ekeghvj63,এক বছর ‘বন্দী’ থাকার পর মুক্তি পেল ৯টি ছাগল,বরিশালে সিটি করপোরেশন কর্তৃপক্ষের হাতে আটক ৯টি ছাগল এক বছর পর মুক্তি পেয়েছে। বৃহস্পতিবার সিটি করপোরেশনের প্রশাসনিক কর্মকর্তা আলমগীর হোসেন ছাগলগুলোর মালিক রাজিব শাহরিয়ারের কাছে হস্তান্তর করেন।,"9 goats detained by Barisal city corporation authorities were released after one year. Alamgir Hossain, administrative officer of City Corporation, handed over the goats to the owner Rajib Shahriar on Thursday.",Science,https://images.prothomalo.com/prothomalo-bangla%2F2023-11%2F3c7db174-56f4-4dc2-8e45-3b01c0df5411%2FBarishal_0000.jpg?rect=0%2C46%2C674%2C354&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=&overlay_position=bottom&overlay_width_pct=1
https://www.prothomalo.com/sports/cricket/i17ywdco5s,২০২৪ টি-টোয়েন্টি বিশ্বকাপ জিতবে পাকিস্তান,পাকিস্তান ক্রিকেট দলকে নিয়ে বড় ভবিষ্যদ্বাণী করেছেন সাবেক ইংল্যান্ড অধিনায়ক,The former England captain made big predictions about the Pakistan cricket team,Entertainment,https://images.prothomalo.com/prothomalo-bangla%2F2023-09%2F80ce5a9b-023d-4dcc-9383-f016a5e6907a%2F451291_01_02.jpg?rect=0%2C0%2C3816%2C2003&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=https%3A%2F%2Fimages.prothomalo.com%2Fprothomalo-bangla%2F2023-10%2Fae7d5c90-d7c9-4623-8d67-1fff8bde16af%2FGPI_2_7814X543.jpg&overlay_position=bottom&overlay_width_pct=1
https://www.prothomalo.com/bangladesh/xgobsqly9k,গণ অধিকার: ফারুকের অনুসারীদের ওপর নুরের কর্মীদের হামলা,"নুরুল হক দাবি করেন, হামলার অভিযোগ সত্য নয়। তাঁর মানসম্মান ক্ষুণ্ন করতে এ অভিযোগ তোলা হয়েছে।",Nurul Haque claimed that the allegations of attack are not true. This allegation has been raised to undermine his dignity.,Entertainment,https://images.prothomalo.com/prothomalo-bangla%2F2023-11%2F619b23c5-f749-465b-b0b9-0c5f3d864b2f%2FGano_odhikar_attacked.jpeg?rect=0%2C0%2C1600%2C840&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=&overlay_position=bottom&overlay_width_pct=1
https://www.prothomalo.com/entertainment/drama/drql5kq14t,শহীদ মিনারে শীতকালীন মৌসুমি পথনাটক,প্রতিবছরের মতো এবারও শীতকালীন মৌসুমি পথনাটক কর্মসূচি শুরু করেছে বাংলাদেশ পথনাটক পরিষদ। শুক্রবার কেন্দ্রীয় শহীদ মিনারে পরিষদের শীতকালীন মৌসুমি পথনাটক কর্মসূচির উদ্বোধন করা হলো।,"Like every year, Bangladesh Pathanatak Parishad has started winter seasonal street drama program. The Parishad's winter seasonal street drama program was inaugurated at Central Shaheed Minar on Friday.",Sports,https://images.prothomalo.com/prothomalo-bangla%2F2023-11%2Fc2d17e25-ffe8-4f53-a192-fff6213a3dd1%2FWhatsApp_Image_2023_11_24_at_5_54_07_PM.jpeg?rect=0%2C0%2C1280%2C672&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=https%3A%2F%2Fimages.prothomalo.com%2Fprothomalo-bangla%2F2023-10%2Fae7d5c90-d7c9-4623-8d67-1fff8bde16af%2FGPI_2_7814X543.jpg&overlay_position=bottom&overlay_width_pct=1
https://www.prothomalo.com/politics/2jhcph5g5h,জমিয়ত নেতা মনির কাসেমী মুক্তি পেয়েছেন,"মনির হোসেন কাসেমী ২০১৩ সালের ৫ মে শাপলা চত্বর, ২০২০ সালের ডিসেম্বরে পুলিশ ও হেফাজত কর্মীদের সংঘর্ঘ এবং নারায়ণগঞ্জের সহিংসতার ঘটনায় একাধিক মামলার আসামি।","Monir Hossain Kasemi is accused in multiple cases related to Shapla Chattar on May 5, 2013, clash between police and security personnel in December 2020 and violence in Narayanganj.",Environment,https://images.prothomalo.com/prothomalo-bangla%2F2023-11%2F34b9a65e-3e2d-4ec2-8b65-543a2cbd0fe3%2FMonir_kashemi.jpeg?rect=0%2C15%2C525%2C276&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=https%3A%2F%2Fimages.prothomalo.com%2Fprothomalo-bangla%2F2022-01%2F5a36c819-05a2-4bfb-ac50-57dd67355acb%2FBanner_7814X143.jpg&overlay_position=bottom&overlay_width_pct=1
https://www.prothomalo.com/sports/football/7z2ejrj7g4,মেসির সঙ্গে বাদানুবাদের পর বর্ণবাদী আচরণের শিকার রদ্রিগো,মারাকানায় আর্জেন্টিনা দল নিয়ে মাঠে ফেরার পর ম্যাচ শুরুর আগে লিওনেল মেসি ব্রাজিল অধিনায়ক মারকিনিওসের সঙ্গে কথা বলেন। একপর্যায়ে রদ্রিগোর সঙ্গে উত্তপ্ত বাক্য বিনিময় হয় তাঁর।,"After returning to the field with the Argentina team at the Maracana, Lionel Messi spoke to Brazil captain Marquinhos before the start of the match. At one stage he exchanged heated words with Rodrigo.",World,https://images.prothomalo.com/prothomalo-bangla%2F2023-11%2Fb80522e8-48ea-42a8-841b-70f343314083%2F996583_01_02.jpg?rect=0%2C0%2C1905%2C1000&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=https%3A%2F%2Fimages.prothomalo.com%2Fprothomalo-bangla%2F2023-10%2Fae7d5c90-d7c9-4623-8d67-1fff8bde16af%2FGPI_2_7814X543.jpg&overlay_position=bottom&overlay_width_pct=1
https://www.prothomalo.com/politics/3imx68zms0,আওয়ামী লীগের মনোনয়নপ্রত্যাশীদের সঙ্গে মতবিনিময় করবেন শেখ হাসিনা,রোববার সকাল ১০টায় গণভবনে এ সভা অনুষ্ঠিত হবে।,The meeting will be held at Ganobhaban on Sunday at 10 am.,Technology,https://images.prothomalo.com/prothomalo-bangla%2F2023-10%2F76daa49b-51e3-43f8-a5e3-209927b1d7eb%2FUntitled_1k.jpg?rect=0%2C22%2C1778%2C933&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=https%3A%2F%2Fimages.prothomalo.com%2Fprothomalo-bangla%2F2022-01%2F5a36c819-05a2-4bfb-ac50-57dd67355acb%2FBanner_7814X143.jpg&overlay_position=bottom&overlay_width_pct=1
https://www.prothomalo.com/bangladesh/district/x77o8plha6,"বাংলাদেশ-ভারত মৈত্রী পাইপলাইন ছিদ্র করে তেল চুরি, আটক ৪",দিনাজপুরের চিরিরবন্দর উপজেলায় বাংলাদেশ-ভারত মৈত্রী পাইপলাইন ছিদ্র করে তেল ‍চুরির ঘটনা ঘটেছে। আজ শুক্রবার সকালে উপজেলার ফতেজংপুর ইউনিয়নের ফেরোশাডাঙ্গা চক ইসবপুর এলাকায় এ তেল চুরির ঘটনা ঘটেছে। এ ঘটনায় জিজ্ঞাসাবাদের জন্য ইতিমধ্যে চারজনকে আটক করেছে চিরিরবন্দর থানা-পুলিশ।,An incident of oil theft has taken place in Dinajpur's Chirirbandar upazila by breaking the Bangladesh-India friendship pipeline. The incident of oil theft took place in Feroshadanga Chowk Isabpur area of ​​Fatejungpur Union of Upazila on Friday morning. Chirirbandar police station has already detained four people for questioning in this incident.,Politics,https://images.prothomalo.com/prothomalo-bangla%2F2023-11%2F47846dde-da24-4909-935c-885bc777b548%2FDinajpur_DH0828_20231124_3__Dinajpur__24_11_2023_.jpg?rect=0%2C108%2C960%2C504&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=&overlay_position=bottom&overlay_width_pct=1
https://www.prothomalo.com/bangladesh/district/u9d7hpbor5,কুমিল্লা-৯ আসনে মনোনয়নপত্র সংগ্রহ করায় সাবেক ইউপি চেয়ারম্যানকে মারধর,কুমিল্লা-৯ (লাকসাম-মনোহরগঞ্জ) আসনে স্বতন্ত্র প্রার্থী হিসেবে মনোনয়নপত্র সংগ্রহ করায় গোলাম সরওয়ার মজুমদার নামের সাবেক এক ইউপি চেয়ারম্যানকে মারধর করা হয়েছে। আজ শুক্রবার দুপুর সাড়ে ১২টার দিকে জেলা নির্বাচন কর্মকর্তার দপ্তরের সামনের সড়কে এ ঘটনা ঘটে। মারধরের ঘটনার একটি ভিডিও সামাজিক যোগাযোগমাধ্যমে ছড়িয়ে পড়েছে।,A former UP chairman named Golam Sarwar Majumder was beaten up for collecting nomination papers as an independent candidate in Comilla-9 (Laksam-Manoharganj) constituency. The incident took place on the road in front of the district election officer's office at around 12:30 noon on Friday. A video of the beating has gone viral on social media.,Technology,https://images.prothomalo.com/prothomalo-bangla%2F2023-11%2F1cbb4806-624a-4b2b-8c39-cb2b67c19a6f%2Fcom123.jpg?rect=0%2C113%2C850%2C446&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=&overlay_position=bottom&overlay_width_pct=1
https://www.prothomalo.com/sports/hgqopppqky,"বেসবলের জগতে শোয়েব, রশিদকে দেখতে হাসপাতালে ট্রট",সম্মানসূচক পিএইচডি ডিগ্রি পেয়েছেন মিতালি রাজ। সন্তান কোলে যশপ্রীত বুমরা। খেলাধুলার পুরস্কারবিতরণী অনুষ্ঠানে আইনরিখ নর্কিয়া। লিভারপুলে ফিরে এসেছেন ম্যাক আলিস্টার। অনুশীলনে বাবর আজম। আর বেসবল ইউনাইটেডের দূত শোয়েব আখতার।,Mithali Raj received an honorary Ph.D. Yashpreet Bumra with child. Einrich Norkia at the sports award ceremony. McAllister has returned to Liverpool. Babar Azam in practice. Shoaib Akhtar is the ambassador of Baseball United.,Environment,https://images.prothomalo.com/prothomalo-bangla%2F2023-11%2F7f673fd2-c774-4efc-adc3-4844499f9e63%2F404309107_892860282200011_850714055812954411_n.jpg?rect=0%2C0%2C720%2C378&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&overlay=https%3A%2F%2Fimages.prothomalo.com%2Fprothomalo-bangla%2F2023-10%2Fae7d5c90-d7c9-4623-8d67-1fff8bde16af%2FGPI_2_7814X543.jpg&overlay_position=bottom&overlay_width_pct=1
